4558.82 0.460473866821218E-04
4536.14 0.465104250352667E-04
4513.69 0.469758011561956E-04
4491.45 0.474435154705538E-04
4469.43 0.479135684061622E-04
4447.63 0.483859603930171E-04
4426.04 0.488606918632925E-04
4404.66 0.493377632513402E-04
4383.48 0.498171749936907E-04
4362.51 0.502989275290547E-04
4341.74 0.507830212983238E-04
4321.16 0.512694567445714E-04
4300.78 0.517582343130534E-04
4280.59 0.522493544512102E-04
4260.58 0.527428176086665E-04
4240.77 0.532386242372328E-04
4221.13 0.537367747909065E-04
4201.68 0.542372697258732E-04
4182.41 0.547401095005064E-04
4163.31 0.552452945753704E-04
4144.39 0.557528254132196E-04
4125.63 0.562627024790006E-04
4107.05 0.567749262398525E-04
4088.63 0.572894971651091E-04
4070.38 0.578064157262984E-04
4052.29 0.583256823971446E-04
4034.36 0.588472976535692E-04
4016.58 0.593712619736914E-04
3998.97 0.598975758378298E-04
3981.51 0.604262397285031E-04
3964.19 0.609572541304312E-04
3947.03 0.614906195305368E-04
3930.02 0.620263364179453E-04
3913.15 0.625644052839870E-04
3896.43 0.631048266221981E-04
3879.85 0.636476009283207E-04
3863.41 0.641927287003056E-04
3847.11 0.647402104383117E-04
3830.94 0.652900466447082E-04
3814.92 0.658422378240757E-04
3799.02 0.663967844832067E-04
3783.26 0.669536871311064E-04
3767.62 0.675129462789961E-04
3752.12 0.680745624403111E-04
3736.74 0.686385361307043E-04
3721.49 0.692048678680463E-04
3706.36 0.697735581724266E-04
3691.36 0.703446075661549E-04
3676.47 0.709180165737625E-04
3661.71 0.714937857220030E-04
3647.06 0.720719155398534E-04
3632.53 0.726524065585162E-04
3618.11 0.732352593114195E-04
3603.81 0.738204743342183E-04
3589.62 0.744080521647966E-04
3575.55 0.749979933432676E-04
3561.58 0.755902984119758E-04
3547.72 0.761849679154970E-04
3533.97 0.767820024006404E-04
3520.33 0.773814024164500E-04
3506.79 0.779831685142052E-04
3493.35 0.785873012474219E-04
3480.02 0.791938011718546E-04
3466.79 0.798026688454969E-04
3453.65 0.804139048285829E-04
3440.62 0.810275096835887E-04
3427.69 0.816434839752333E-04
3414.85 0.822618282704802E-04
3402.11 0.828825431385380E-04
3389.46 0.835056291508628E-04
3376.91 0.841310868811587E-04
3364.45 0.847589169053783E-04
3352.08 0.853891198017262E-04
3339.8 0.860216961506578E-04
3327.61 0.866566465348825E-04
3315.51 0.872939715393640E-04
3303.5 0.879336717513220E-04
3291.57 0.885757477602329E-04
3279.73 0.892202001578319E-04
3267.97 0.898670295381145E-04
3256.3 0.905162364973359E-04
3244.71 0.911678216340152E-04
3233.21 0.918217855489347E-04
3221.78 0.924781288451415E-04
3210.44 0.931368521279498E-04
3199.17 0.937979560049407E-04
3187.99 0.944614410859659E-04
3176.88 0.951273079831461E-04
3165.85 0.957955573108748E-04
3154.9 0.964661896858185E-04
3144.02 0.971392057269183E-04
3133.21 0.978146060553915E-04
3122.48 0.984923912947325E-04
3111.82 0.991725620707147E-04
3101.24 0.998551190113918E-04
3090.73 0.100540062747099E-03
3080.29 0.101227393910454E-03
3069.91 0.101917113136360E-03
3059.61 0.102609221062006E-03
3049.38 0.103303718326866E-03
3039.22 0.104000605572706E-03
3029.12 0.104699883443580E-03
3019.09 0.105401552585835E-03
3009.12 0.106105613648108E-03
2999.23 0.106812067281334E-03
2989.39 0.107520914138743E-03
2979.62 0.108232154875862E-03
2969.92 0.108945790150515E-03
2960.28 0.109661820622830E-03
2950.69 0.110380246955234E-03
2941.18 0.111101069812459E-03
2931.72 0.111824289861541E-03
2922.32 0.112549907771821E-03
2912.99 0.113277924214951E-03
2903.71 0.114008339864889E-03
2894.49 0.114741155397906E-03
2885.33 0.115476371492583E-03
2876.23 0.116213988829819E-03
2867.18 0.116954008092823E-03
2858.2 0.117696429967126E-03
2849.26 0.118441255140573E-03
2840.39 0.119188484303332E-03
2831.57 0.119938118147891E-03
2822.8 0.120690157369063E-03
2814.09 0.121444602663983E-03
2805.43 0.122201454732114E-03
2796.82 0.122960714275246E-03
2788.27 0.123722381997499E-03
2779.77 0.124486458605323E-03
2771.32 0.125252944807502E-03
2762.92 0.126021841315154E-03
2754.58 0.126793148841730E-03
2746.28 0.127566868103021E-03
2738.03 0.128342999817157E-03
2729.83 0.129121544704608E-03
2721.69 0.129902503488186E-03
2713.59 0.130685876893046E-03
2705.53 0.131471665646689E-03
2697.53 0.132259870478965E-03
2689.57 0.133050492122070E-03
2681.66 0.133843531310553E-03
2673.8 0.134638988781312E-03
2665.98 0.135436865273600E-03
2658.21 0.136237161529027E-03
2650.48 0.137039878291559E-03
2642.8 0.137845016307518E-03
2635.16 0.138652576325592E-03
2627.56 0.139462559096825E-03
2620.01 0.140274965374630E-03
2612.51 0.141089795914781E-03
2605.04 0.141907051475423E-03
2597.62 0.142726732817069E-03
2590.24 0.143548840702600E-03
2582.9 0.144373375897272E-03
2575.61 0.145200339168714E-03
2568.35 0.146029731286933E-03
2561.14 0.146861553024310E-03
2553.96 0.147695805155607E-03
2546.83 0.148532488457968E-03
2539.73 0.149371603710919E-03
2532.68 0.150213151696370E-03
2525.66 0.151057133198618E-03
2518.69 0.151903549004348E-03
2511.75 0.152752399902635E-03
2504.85 0.153603686684946E-03
2497.99 0.154457410145142E-03
2491.16 0.155313571079476E-03
2484.37 0.156172170286603E-03
2477.62 0.157033208567572E-03
2470.91 0.157896686725838E-03
2464.23 0.158762605567254E-03
2457.59 0.159630965900080E-03
2450.98 0.160501768534980E-03
2444.41 0.161375014285029E-03
2437.87 0.162250703965710E-03
2431.37 0.163128838394917E-03
2424.91 0.164009418392959E-03
2418.47 0.164892444782562E-03
2412.08 0.165777918388865E-03
2405.71 0.166665840039430E-03
2399.38 0.167556210564239E-03
2393.08 0.168449030795697E-03
2386.82 0.169344301568633E-03
2380.59 0.170242023720304E-03
2374.39 0.171142198090395E-03
2368.22 0.172044825521022E-03
2362.08 0.172949906856734E-03
2355.98 0.173857442944512E-03
2349.91 0.174767434633777E-03
2343.87 0.175679882776386E-03
2337.86 0.176594788226636E-03
2331.88 0.177512151841268E-03
2325.93 0.178431974479466E-03
2320.01 0.179354257002859E-03
2314.12 0.180279000275527E-03
2308.27 0.181206205163998E-03
2302.44 0.182135872537251E-03
2296.64 0.183068003266722E-03
2290.87 0.184002598226302E-03
2285.12 0.184939658292337E-03
2279.41 0.185879184343637E-03
2273.73 0.186821177261473E-03
2268.07 0.187765637929579E-03
2262.44 0.188712567234155E-03
2256.84 0.189661966063870E-03
2251.27 0.190613835309863E-03
2245.73 0.191568175865744E-03
2240.21 0.192524988627600E-03
2234.72 0.193484274493990E-03
2229.25 0.194446034365956E-03
2223.82 0.195410269147016E-03
2218.41 0.196376979743174E-03
2213.02 0.197346167062916E-03
2207.66 0.198317832017216E-03
2202.33 0.199291975519537E-03
2197.02 0.200268598485830E-03
2191.74 0.201247701834543E-03
2186.49 0.202229286486616E-03
2181.26 0.203213353365487E-03
2176.05 0.204199903397094E-03
2170.87 0.205188937509874E-03
2165.71 0.206180456634772E-03
2160.58 0.207174461705233E-03
2155.47 0.208170953657214E-03
2150.39 0.209169933429180E-03
2145.33 0.210171401962108E-03
2140.29 0.211175360199492E-03
2135.28 0.212181809087337E-03
2130.29 0.213190749574172E-03
2125.33 0.214202182611044E-03
2120.38 0.215216109151523E-03
2115.46 0.216232530151706E-03
2110.57 0.217251446570215E-03
2105.69 0.218272859368203E-03
2100.84 0.219296769509354E-03
2096.01 0.220323177959887E-03
2091.2 0.221352085688556E-03
2086.42 0.222383493666656E-03
2081.65 0.223417402868019E-03
2076.91 0.224453814269023E-03
2072.19 0.225492728848589E-03
2067.49 0.226534147588188E-03
2062.82 0.227578071471838E-03
2058.16 0.228624501486111E-03
2053.52 0.229673438620132E-03
2048.91 0.230724883865584E-03
2044.32 0.231778838216708E-03
2039.74 0.232835302670308E-03
2035.19 0.233894278225746E-03
2030.66 0.234955765884955E-03
2026.14 0.236019766652437E-03
2021.65 0.237086281535260E-03
2017.18 0.238155311543067E-03
2012.73 0.239226857688077E-03
2008.29 0.240300920985085E-03
2003.88 0.241377502451467E-03
1999.48 0.242456603107179E-03
1995.11 0.243538223974765E-03
1990.75 0.244622366079353E-03
